,title,comb
1422,The Man in the Iron Mask,Randall Wallace Leonardo DiCaprio Anne Parillaud Judith Godrèche Action Adventure
1423,Secretariat,Randall Wallace Scott Glenn Kevin Connolly Dylan Walsh Biography Drama Family History Sport
1424,TMNT,Kevin Munroe Chris Evans Sarah Michelle Gellar Mako Action Adventure Animation Comedy Family Fantasy Sci-Fi
1425,Radio,Michael Tollin Alfre Woodard Riley Smith Debra Winger Biography Drama Sport
1426,Friends with Benefits,Will Gluck Mila Kunis Justin Timberlake Masi Oka Comedy Romance
1427,Neighbors 2: Sorority Rising,Nicholas Stoller Chloë Grace Moretz Ike Barinholtz Kiersey Clemons Comedy
1428,Saving Mr. Banks,John Lee Hancock Tom Hanks Ruth Wilson B.J. Novak Biography Comedy Drama History Music
1429,Malcolm X,Spike Lee Denzel Washington Delroy Lindo Al Freeman Jr. Biography Drama History Romance
1430,This Is 40,Judd Apatow Charlyne Yi Maude Apatow Mackenzie Aladjem Comedy
1431,Old Dogs,Walt Becker Robin Williams Bernie Mac Ann-Margret Comedy Family
1432,Underworld: Rise of the Lycans,Patrick Tatopoulos Craig Parker Kevin Grevioux Steven Mackintosh Action Adventure Fantasy Sci-Fi Thriller
1433,License to Wed,Ken Kwapis Robin Williams Christine Taylor Mindy Kaling Comedy Romance
1434,The Benchwarmers,Dennis Dugan Jon Lovitz Jon Heder Tim Meadows Comedy Romance Sport
1435,Must Love Dogs,Gary David Goldberg Stockard Channing Victor Webster Elizabeth Perkins Comedy Romance
1436,Donnie Brasco,Mike Newell Johnny Depp Al Pacino Anne Heche Biography Crime Drama
1437,Resident Evil,Paul W.S. Anderson Milla Jovovich Jaymes Butler Colin Salmon Action Horror Sci-Fi
1438,Poltergeist,Tobe Hooper Heather O'Rourke Zelda Rubinstein Craig T. Nelson Fantasy Horror
1439,The Ladykillers,Ethan Coen J.K. Simmons Tom Hanks Stephen Root Comedy Crime Thriller
1440,Max Payne,John Moore Mila Kunis Beau Bridges Jamie Hector Action Crime Drama Mystery Thriller
1441,In Time,Andrew Niccol Matt Bomer Olivia Wilde Justin Timberlake Action Sci-Fi Thriller
1442,The Back-up Plan,Alan Poul Danneel Ackles Noureen DeWulf Tom Bosley Comedy Romance
1443,Something Borrowed,Luke Greenfield Ashley Williams Steve Howey Kirsten Day Comedy Drama Romance
1444,Hit the Floor            , Jodi Lyn O'Keefe Kimberly Elise Logan Browning Drama Romance
1445,Black Knight,Gil Junger Tom Wilkinson Marsha Thomason Vincent Regan Adventure Comedy Fantasy
1446,The Bad News Bears,Michael Ritchie Tatum O'Neal Vic Morrow Joyce Van Patten Comedy Drama Family Sport
1447,Street Fighter,Steven E. de Souza Ming-Na Wen Raul Julia Kylie Minogue Action Adventure Comedy Thriller
1448,The Pianist,Roman Polanski Emilia Fox Frank Finlay Ed Stoppard Biography Drama War
1449,From Hell,Albert Hughes Johnny Depp Jason Flemyng Ian Richardson Horror Mystery Thriller
1450,The Nativity Story,Catherine Hardwicke Keisha Castle-Hughes Hiam Abbass Shaun Toub Drama Family Fantasy
1451,House of Wax,Jaume Collet-Serra Robert Ri'chard Paris Hilton Brian Van Holt Horror
1452,Closer,Mike Nichols Natalie Portman Julia Roberts Colin Stinton Drama Romance
1453,J. Edgar,Clint Eastwood Leonardo DiCaprio Naomi Watts Kaitlyn Dever Biography Crime Drama
1454,Mirrors,Alexandre Aja Jason Flemyng Cameron Boyce Julian Glover Horror Mystery
1455,Queen of the Damned,Michael Rymer Aaliyah Lena Olin Bruce Spence Drama Fantasy Horror
1456,Predator 2,Stephen Hopkins Adam Baldwin Robert Davi Kevin Peter Hall Action Horror Sci-Fi
1457,Untraceable,Gregory Hoblit Billy Burke Jesse Tyler Ferguson Joseph Cross Crime Drama Thriller
1458,Blast from the Past,Hugh Wilson Brendan Fraser Sissy Spacek Douglas Smith Comedy Drama Romance Sci-Fi
1459,Flash Gordon,Mike Hodges Brian Blessed William Hootkins Sam J. Jones Action Adventure Sci-Fi
1460,Jersey Girl,Kevin Smith Stephen Root Mike Starr George Carlin Comedy Drama Romance
1461,Alex Cross,Rob Cohen Cicely Tyson Chad Lindberg Carmen Ejogo Action Crime Mystery Thriller
1462,Midnight in the Garden of Good and Evil,Clint Eastwood Kevin Spacey Bob Gunton Leon Rippy Crime Drama Mystery Thriller
1463,Heist,Scott Mann Robert De Niro Joshua Mikel D.B. Sweeney Action Crime Thriller
1464,Nanny McPhee Returns,Susanna White Daniel Mays Bill Bailey Eros Vlahos Comedy Family Fantasy
1465,Hoffa,Danny DeVito Frank Whaley J.T. Walsh Paul Guilfoyle Biography Crime Drama
1466,The X Files: I Want to Believe,Chris Carter Mitch Pileggi Callum Rennie Nicki Aycox Drama Mystery Sci-Fi Thriller
1467,Ella Enchanted,Tommy O'Haver Anne Hathaway Steve Coogan Joanna Lumley Comedy Family Fantasy Romance
1468,Concussion,Peter Landesman Will Smith Eddie Marsan Albert Brooks Biography Drama Sport
1469,Abduction,John Singleton Ken Arnold Benjamin J. Cain Jr. Richard Cetrone Action Mystery Thriller
1470,Valiant,Gary Chapman Jim Broadbent Olivia Williams Pip Torrens Adventure Animation Comedy Family War
1471,Wonder Boys,Curtis Hanson Robert Downey Jr. Rip Torn Richard Thomas Comedy Drama
1472,Superhero Movie,Craig Mazin Drake Bell Tracy Morgan Marion Ross Action Comedy Sci-Fi Thriller
1473,Broken City,Allen Hughes Alona Tal James Ransone Michael Beach Crime Drama Thriller
1474,Cursed,Wes Craven Shannon Elizabeth Portia de Rossi Derek Mears Comedy Horror
1475,Premium Rush,David Koepp Joseph Gordon-Levitt Dania Ramirez Aasif Mandvi Action Crime Thriller
1476,Hot Pursuit,Anne Fletcher Jim Gaffigan Richard T. Jones Michael Mosley Action Comedy Crime
1477,The Four Feathers,Shekhar Kapur Djimon Hounsou Lucy Gordon Alex Jennings Adventure Drama Romance War
1478,Parker,Taylor Hackford Jason Statham Clifton Collins Jr. Wendell Pierce Action Crime Romance Thriller
1479,Wimbledon,Richard Loncraine Kirsten Dunst Jon Favreau Austin Nichols Comedy Romance Sport
1480,Furry Vengeance,Roger Kumble Brendan Fraser Brooke Shields Matt Prokop Comedy Family
1481,Bait,Kimble Rendall Alex Russell Cariba Heine Richard Brancatisano Action Horror Sci-Fi
1482,Krull,Peter Yates Liam Neeson Alun Armstrong Lysette Anthony Action Adventure Fantasy
1483,Lions for Lambs,Robert Redford Meryl Streep Tom Cruise Andrew Garfield Drama Thriller War
1484,Flight of the Intruder,John Milius Rosanna Arquette Dann Florek Christopher Rich Action Drama Thriller War
1485,Walk Hard: The Dewey Cox Story,Jake Kasdan Tim Meadows Nat Faxon Matt Price Comedy Music
1486,The Shipping News,Lasse Hallström Kevin Spacey Scott Glenn Jason Behr Drama
1487,American Outlaws,Les Mayfield Gregory Smith Ronny Cox Harris Yulin Action Western
1488,The Young Victoria,Jean-Marc Vallée Michiel Huisman Jim Broadbent Thomas Kretschmann Biography Drama History Romance
1489,Whiteout,Dominic Sena Tom Skerritt Bashar Rahal Shawn Doyle Action Crime Mystery Thriller
1490,The Tree of Life,Terrence Malick Brad Pitt Tye Sheridan Fiona Shaw Drama Fantasy
1491,Knock Off,Hark Tsui Paul Sorvino Lela Rochon Ray Nicholas Action Comedy Thriller
1492,Sabotage,David Ayer Mireille Enos Martin Donovan Maurice Compte Action Crime Drama Thriller
1493,The Order,Brian Helgeland Heath Ledger Mark Addy Benno Fürmann Action Mystery Thriller
1494,Punisher: War Zone,Lexi Alexander Julie Benz Wayne Knight Colin Salmon Action Crime Drama Thriller
1495,Zoom,Peter Hewitt Kevin Zegers Rip Torn Thomas F. Wilson Action Adventure Family Sci-Fi
1496,The Walk,Robert Zemeckis Joseph Gordon-Levitt Soleyman Pierini Jade Kindar-Martin Adventure Biography Drama Thriller
1497,Warriors of Virtue,Ronny Yu Marley Shelton Lee Arenberg Angus Macfadyen Action Adventure Fantasy
1498,A Good Year,Ridley Scott Archie Panjabi Albert Finney Richard Coyle Comedy Drama Romance
1499,Luther            , Ruth Wilson Indira Varma Warren Brown Crime Drama Mystery Thriller
1500,Radio Flyer,Richard Donner Adam Baldwin Thomas Ian Nicholas John Heard Drama
1501,"Blood In, Blood Out",Taylor Hackford Delroy Lindo Jesse Borrego Raymond Cruz Crime Drama
1502,Smilla's Sense of Snow,Bille August Jim Broadbent Tom Wilkinson Julia Ormond Action Drama Sci-Fi Thriller
1503,Femme Fatale,Brian De Palma Peter Coyote Gregg Henry Rie Rasmussen Crime Drama Mystery Thriller
1504,Lion of the Desert,Moustapha Akkad Oliver Reed Rod Steiger John Gielgud Biography Drama History War
1505,The Horseman on the Roof,Jean-Paul Rappeneau Olivier Martinez François Cluzet Isabelle Carré Adventure Drama Romance War
1506,Ride with the Devil,Ang Lee Jeremy W. Auman Jeffrey Dover Tobey Maguire Drama Romance War Western
1507,Biutiful,Alejandro G. Iñárritu Maricel Álvarez Hanaa Bouchaib Eduard Fernández Drama
1508,The Lovers,Roland Joffé Tamsin Egerton Alice Englert Bipasha Basu Action Adventure Romance Sci-Fi
1509,Bandidas,Joachim Rønning Salma Hayek Sam Shepard Dwight Yoakam Action Comedy Crime Western
1510,Black Water Transit,Tony Kaye Bill Cobbs Aisha Tyler Beverly D'Angelo Crime Drama
1511,The Maze Runner,Wes Ball Ki Hong Lee Aml Ameen Jacob Latimore Action Mystery Sci-Fi Thriller
1512,Unfinished Business,Ken Scott Tom Wilkinson June Diane Raphael Melissa McMeekin Comedy
1513,The Age of Innocence,Martin Scorsese Richard E. Grant Geraldine Chaplin Stuart Wilson Drama Romance
1514,The Fountain,Darren Aronofsky Hugh Jackman Ellen Burstyn Mark Margolis Drama Sci-Fi
1515,Chill Factor,Hugh Johnson David Paymer Kevin J. O'Connor Hudson Leick Action Adventure Comedy Drama Thriller
1516,Stolen,Simon West Nicolas Cage Mark Valley Sami Gayle Action Crime Drama Thriller
1517,Ponyo,Hayao Miyazaki Rumi Hiiragi Yûki Amami Yuria Nara Adventure Animation Family Fantasy
1518,The Longest Ride,George Tillman Jr. Tiago Riani Melissa Benoist Hayley Lovitt Drama Romance
1519,The Astronaut's Wife,Rand Ravich Johnny Depp Charlize Theron Clea DuVall Drama Sci-Fi Thriller
1520,I Dreamed of Africa,Hugh Hudson Liam Aiken Eva Marie Saint Vincent Perez Adventure Drama Romance
1521,Playing for Keeps,Gabriele Muccino Gerard Butler Dennis Quaid Judy Greer Comedy Romance Sport
1522,Mandela: Long Walk to Freedom,Justin Chadwick Terry Pheto Fana Mokoena Tony Kgoroge Biography Drama History
1523,Reds,Warren Beatty Paul Sorvino Warren Beatty M. Emmet Walsh Biography Drama History Romance
1524,A Few Good Men,Rob Reiner Tom Cruise Demi Moore Kevin Pollak Drama Thriller
1525,Exit Wounds,Andrzej Bartkowiak Michael Jai White Bill Duke Bruce McGill Action Comedy Crime Drama Thriller
1526,Big Momma's House,Raja Gosnell Nia Long Cedric the Entertainer Tichina Arnold Action Comedy Crime
1527,Thunder and the House of Magic,Jeremy Degruson Kyle Hebert Brianne Brozey Joe Ochman Adventure Animation Comedy Family Fantasy
1528,The Darkest Hour,Chris Gorak Max Minghella Veronika Vernadskaya Dato Bakhtadze Action Adventure Horror Sci-Fi Thriller
1529,Step Up Revolution,Scott Speer Ryan Guzman Stephen Boss Misha Gabriel Hamilton Drama Music Romance
1530,Snakes on a Plane,David R. Ellis Lin Shaye Kenan Thompson Rachel Blanchard Action Adventure Crime Drama Thriller
1531,The Watcher,Joe Charbanic Keanu Reeves Joseph Sikora Chris Ellis Crime Horror Mystery Thriller
1532,The Punisher,Jonathan Hensleigh Laura Harring Marco St. John Eddie Jemison Action Crime Drama Thriller
1533,Goal! The Dream Begins,Danny Cannon Sean Pertwee Kuno Becker Stephen Dillane Drama Romance Sport
1534,Safe,Boaz Yakin Jason Statham Reggie Lee Robert John Burke Action Crime Thriller
1535,Pushing Tin,Mike Newell Angelina Jolie Pitt Kurt Fuller Jake Weber Comedy Drama Romance
1536,Star Wars: Episode VI - Return of the Jedi,Richard Marquand Harrison Ford Ian McDiarmid Kenny Baker Action Adventure Fantasy Sci-Fi
1537,Doomsday,Neil Marshall Ryan Kruger Jason Cope Jeremy Crutchley Action Sci-Fi Thriller
1538,The Reader,Stephen Daldry Kate Winslet David Kross Susanne Lothar Drama Romance
1539,Wanderlust,David Wain Justin Theroux Lauren Ambrose Joe Lo Truglio Comedy
1540,Elf,Jon Favreau Peter Dinklage Zooey Deschanel Will Ferrell Comedy Family Fantasy Romance
1541,Phenomenon,Jon Turteltaub Robert Duvall Kyra Sedgwick David Gallagher Drama Fantasy Romance Sci-Fi
1542,Snow Dogs,Brian Levant James Coburn Nichelle Nichols M. Emmet Walsh Adventure Comedy Family Sport
1543,Scrooged,Richard Donner Bill Murray Alfre Woodard Robert Mitchum Comedy Drama Fantasy
1544,Nacho Libre,Jared Hess Ana de la Reguera Moises Arias Héctor Jiménez Comedy Family Sport
1545,Bridesmaids,Paul Feig Matt Lucas Wendi McLendon-Covey Steve Bannos Comedy Romance
1546,This Is the End,Evan Goldberg Channing Tatum James Franco Emma Watson Comedy Fantasy
1547,Stigmata,Rupert Wainwright Nia Long Enrico Colantoni Portia de Rossi Horror
1548,Men of Honor,George Tillman Jr. Robert De Niro Charlize Theron Michael Rapaport Biography Drama
1549,Takers,John Luessenhop Paul Walker Hayden Christensen Jay Hernandez Action Crime Thriller
1550,The Big Wedding,Justin Zackham Robin Williams Robert De Niro Topher Grace Comedy
1551,"Big Mommas: Like Father, Like Son",John Whitesell Brandon T. Jackson Tony Curran Portia Doubleday Action Comedy Crime
1552,Source Code,Duncan Jones Jake Gyllenhaal Cas Anvar Russell Peters Mystery Sci-Fi Thriller
1553,Alive,Frank Marshall Illeana Douglas Danny Nucci Michael DeLorenzo Adventure Biography Drama Thriller
1554,The Number 23,Joel Schumacher Logan Lerman Virginia Madsen Ed Lauter Mystery Thriller
1555,The Young and Prodigious T.S. Spivet,Jean-Pierre Jeunet Callum Rennie Julian Richings Judy Davis Action Adventure Drama Family
1556,1941,Steven Spielberg Christopher Lee John Belushi Treat Williams Action Comedy War
1557,Dreamer: Inspired by a True Story,John Gatins Ken Howard Freddy Rodríguez Holmes Osborne Drama Family Sport
1558,A History of Violence,David Cronenberg Viggo Mortensen Kyle Schmid William Hurt Crime Drama Thriller
1559,Transporter 2,Louis Leterrier Jason Statham Jason Flemyng Matthew Modine Action Crime Thriller
1560,The Quick and the Dead,Sam Raimi Leonardo DiCaprio Pat Hingle Roberts Blossom Action Thriller Western
1561,Laws of Attraction,Peter Howitt Frances Fisher Mike Doyle Nora Dunn Comedy Romance
1562,Bringing Out the Dead,Martin Scorsese Nicolas Cage Marc Anthony Sonja Sohn Drama Thriller
1563,Repo Men,Miguel Sapochnik Alice Braga RZA Yvette Nicole Brown Action Crime Sci-Fi Thriller
1564,Dragon Wars: D-War,Hyung-rae Shim Robert Forster Aimee Garcia Chris Mulkey Action Drama Fantasy Horror Thriller
1565,Bogus,Norman Jewison Haley Joel Osment Nancy Travis Andrea Martin Comedy Family Fantasy
1566,The Incredible Burt Wonderstone,Don Scardino Steve Buscemi Olivia Wilde Steve Carell Comedy
1567,Cats Don't Dance,Mark Dindal George Kennedy Frank Welker Hal Holbrook Animation Comedy Family Fantasy Musical
1568,Cradle Will Rock,Tim Robbins Bill Murray Vanessa Redgrave Emily Watson Drama
1569,The Good German,Steven Soderbergh Tony Curran Beau Bridges Leland Orser Drama Mystery Thriller
1570,George and the Dragon,Tom Reeve Joan Plowright Rollo Weeks Simon Callow Action Adventure Comedy Fantasy Romance
1571,Apocalypse Now,Francis Ford Coppola Harrison Ford Marlon Brando Robert Duvall Drama War
1572,Going the Distance,Nanette Burstein Rob Riggle Kelli Garner Jim Gaffigan Comedy Romance
1573,Mr. Holland's Opus,Stephen Herek Alicia Witt Olympia Dukakis Jean Louisa Kelly Drama Music
1574,Criminal,Ariel Vromen Gary Oldman Jordi Mollà Doug Cockle Action Crime Drama Mystery Sci-Fi Thriller
1575,Out of Africa,Sydney Pollack Meryl Streep Michael Gough Michael Kitchen Biography Drama Romance
1576,Flight,Robert Zemeckis Denzel Washington Bruce Greenwood Nadine Velazquez Drama Thriller
1577,Moonraker,Lewis Gilbert Desmond Llewelyn Lois Chiles Lois Maxwell Action Adventure Sci-Fi Thriller
1578,The Grand Budapest Hotel,Wes Anderson Bill Murray Tom Wilkinson F. Murray Abraham Adventure Comedy Crime Drama
1579,Hearts in Atlantis,Scott Hicks Anthony Hopkins Mika Boorem Hope Davis Drama Mystery
1580,Arachnophobia,Frank Marshall Julian Sands Peter Jason Brian McNamara Comedy Fantasy Horror Thriller
1581,Frequency,Gregory Hoblit Dennis Quaid Andre Braugher Noah Emmerich Crime Drama Mystery Sci-Fi Thriller
1582,Ghostbusters,Paul Feig Ed Begley Jr. Kate McKinnon Zach Woods Action Comedy Fantasy Sci-Fi
1583,Vacation,John Francis Daley Chris Hemsworth Norman Reedus Beverly D'Angelo Adventure Comedy
1584,Get Shorty,Barry Sonnenfeld Delroy Lindo Rene Russo Jon Gries Comedy Crime Thriller
1585,Chicago,Rob Marshall Colm Feore Chita Rivera Jayne Eastwood Comedy Crime Musical
1586,Big Daddy,Dennis Dugan Steve Buscemi Adam Sandler Joey Lauren Adams Comedy Drama
1587,American Pie 2,J.B. Rogers Alyson Hannigan Shannon Elizabeth Natasha Lyonne Comedy
1588,Toy Story,John Lasseter Tom Hanks John Ratzenberger Jim Varney Adventure Animation Comedy Family Fantasy
1589,Speed,Jan de Bont Keanu Reeves Alan Ruck Joe Morton Action Adventure Crime Thriller
1590,The Vow,Michael Sucsy Channing Tatum Lucas Bryant Dillon Casey Drama Romance
1591,Extraordinary Measures,Tom Vaughan Harrison Ford Brendan Fraser Alan Ruck Drama
1592,Remember the Titans,Boaz Yakin Ryan Gosling Denzel Washington Ethan Suplee Biography Drama Sport
1593,The Hunt for Red October,John McTiernan Scott Glenn Jeffrey Jones Courtney B. Vance Action Adventure Thriller
1594,Lee Daniels' The Butler,Lee Daniels Alex Pettyfer David Oyelowo Vanessa Redgrave Biography Drama
1595,Dodgeball: A True Underdog Story,Rawson Marshall Thurber Gary Cole Stephen Root Joel David Moore Comedy Sport
1596,The Addams Family,Barry Sonnenfeld Anjelica Huston Raul Julia Carel Struycken Comedy Fantasy
1597,Ace Ventura: When Nature Calls,Steve Oedekerk Bruce Spence Bob Gunton Sophie Okonedo Adventure Comedy
1598,The Princess Diaries,Garry Marshall Anne Hathaway Hector Elizondo Heather Matarazzo Comedy Family Romance
1599,The First Wives Club,Hugh Wilson Stockard Channing Elizabeth Berkley Stephen Collins Comedy
1600,Se7en,David Fincher Morgan Freeman Brad Pitt Reg E. Cathey Crime Drama Mystery Thriller
1601,District 9,Neill Blomkamp Sharlto Copley Jed Brophy Jason Cope Action Sci-Fi Thriller
1602,The SpongeBob SquarePants Movie,Stephen Hillenburg Scarlett Johansson Bill Fagerbakke Rodger Bumpass Adventure Animation Comedy Family Fantasy
1603,Mystic River,Clint Eastwood John Doman Spencer Treat Clark Tom Guiry Crime Drama Mystery Thriller
1604,Million Dollar Baby,Clint Eastwood Clint Eastwood Morgan Freeman Mike Colter Drama Sport
1605,Analyze This,Harold Ramis Robert De Niro Chazz Palminteri Molly Shannon Comedy Crime
1606,The Notebook,Nick Cassavetes Ryan Gosling Kevin Connolly Gena Rowlands Drama Romance
